model,distance,dataset,mr_id,positive_distance,negative_distance,violated,base,positive,negative
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,90.925705,77.887085,True,A bunch of people near a christmas type tree.,A group of people near a evergreen.,A group of people near an oak tree.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.447345,0.387332,True,A bunch of people near a christmas type tree.,A group of people near a evergreen.,A group of people near an oak tree.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.408232,0.360925,True,A bunch of people near a christmas type tree.,A group of people near a evergreen.,A group of people near an oak tree.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.34265,0.2835,True,A bunch of people near a christmas type tree.,A group of people near a evergreen.,A group of people near an oak tree.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,23.065967,19.852667,True,A bunch of people near a christmas type tree.,A group of people near a evergreen.,A group of people near an oak tree.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,glue-stsb,MR1-Semantic-Similarity,0.081906,0.031264,True,The man is playing the guitar.,A man is playing a guitar.,A man is playing the guitar.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,glue-stsb,MR1-Semantic-Similarity,2.488154,1.534574,True,The man is playing the guitar.,A man is playing a guitar.,A man is playing the guitar.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,glue-stsb,MR1-Semantic-Similarity,38.334408,23.693737,True,The man is playing the guitar.,A man is playing a guitar.,A man is playing the guitar.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,glue-stsb,MR1-Semantic-Similarity,0.205572,0.12551,True,The man is playing the guitar.,A man is playing a guitar.,A man is playing the guitar.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,glue-stsb,MR1-Semantic-Similarity,0.200043,0.124763,True,The man is playing the guitar.,A man is playing a guitar.,A man is playing the guitar.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,glue-stsb,MR1-Semantic-Similarity,0.081923,0.031269,True,The man is playing the guitar.,A man is playing a guitar.,A man is playing the guitar.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,glue-stsb,MR1-Semantic-Similarity,13.476892,8.201885,True,The man is playing the guitar.,A man is playing a guitar.,A man is playing the guitar.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,30.616024,27.950603,True,People wearing striped shirts walking towards camera.,Humans walking.,People wearing all black shirt sitting in the grass.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.327594,0.297164,True,A musician with dreadlocks is preparing to play a guitar with a band.,A musician plays a guitar.,A guitar is playing itself near a musician.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,5.716588,5.505408,True,A musician with dreadlocks is preparing to play a guitar with a band.,A musician plays a guitar.,A guitar is playing itself near a musician.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,90.558281,84.689598,True,A musician with dreadlocks is preparing to play a guitar with a band.,A musician plays a guitar.,A guitar is playing itself near a musician.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.459444,0.416762,True,A musician with dreadlocks is preparing to play a guitar with a band.,A musician plays a guitar.,A guitar is playing itself near a musician.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.419759,0.386311,True,A musician with dreadlocks is preparing to play a guitar with a band.,A musician plays a guitar.,A guitar is playing itself near a musician.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.327613,0.297198,True,A musician with dreadlocks is preparing to play a guitar with a band.,A musician plays a guitar.,A guitar is playing itself near a musician.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,23.526478,23.343274,True,A musician with dreadlocks is preparing to play a guitar with a band.,A musician plays a guitar.,A guitar is playing itself near a musician.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,glue-stsb,MR1-Semantic-Similarity,0.04208,0.04208,True,A man plays the guitar.,A man is playing the guitar.,A man is playing the guitar.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,glue-stsb,MR1-Semantic-Similarity,1.988629,1.988629,True,A man plays the guitar.,A man is playing the guitar.,A man is playing the guitar.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,glue-stsb,MR1-Semantic-Similarity,31.374271,31.374271,True,A man plays the guitar.,A man is playing the guitar.,A man is playing the guitar.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,glue-stsb,MR1-Semantic-Similarity,0.159588,0.159588,True,A man plays the guitar.,A man is playing the guitar.,A man is playing the guitar.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,glue-stsb,MR1-Semantic-Similarity,0.157831,0.157831,True,A man plays the guitar.,A man is playing the guitar.,A man is playing the guitar.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,glue-stsb,MR1-Semantic-Similarity,0.042085,0.042085,True,A man plays the guitar.,A man is playing the guitar.,A man is playing the guitar.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,glue-stsb,MR1-Semantic-Similarity,10.860675,10.860675,True,A man plays the guitar.,A man is playing the guitar.,A man is playing the guitar.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.434194,0.122486,True,Two men pose with their motorcycles.,There are multiple humans with motorized two-wheel vehicles.,A candid photo of two men with motorcycles.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,7.515722,4.088508,True,Two men pose with their motorcycles.,There are multiple humans with motorized two-wheel vehicles.,A candid photo of two men with motorcycles.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,115.478844,63.524635,True,Two men pose with their motorcycles.,There are multiple humans with motorized two-wheel vehicles.,A candid photo of two men with motorcycles.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.521575,0.259369,True,Two men pose with their motorcycles.,There are multiple humans with motorized two-wheel vehicles.,A candid photo of two men with motorcycles.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.463755,0.252858,True,Two men pose with their motorcycles.,There are multiple humans with motorized two-wheel vehicles.,A candid photo of two men with motorcycles.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.434152,0.122434,True,Two men pose with their motorcycles.,There are multiple humans with motorized two-wheel vehicles.,A candid photo of two men with motorcycles.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,27.824354,18.977237,True,Two men pose with their motorcycles.,There are multiple humans with motorized two-wheel vehicles.,A candid photo of two men with motorcycles.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,glue-qqp,MR3-Duplicate-Question,21.401904,20.639954,True,If you follow someone on Instagram can they see how many times you have viewed their profile?,How can I see who viewed my instagram post?,How can I see how many accounts you are logged into on Instagram?
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,5.286436,5.268257,True,Three Orca whales jump in a pool at seaworld.,Three Orca whales are at a resort.,Three Orca whales and a seal are in the water.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,84.035339,81.358635,True,Three Orca whales jump in a pool at seaworld.,Three Orca whales are at a resort.,Three Orca whales and a seal are in the water.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.370661,0.368344,True,Three Orca whales jump in a pool at seaworld.,Three Orca whales are at a resort.,Three Orca whales and a seal are in the water.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.345726,0.344654,True,Three Orca whales jump in a pool at seaworld.,Three Orca whales are at a resort.,Three Orca whales and a seal are in the water.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,20.338649,19.571448,True,Three Orca whales jump in a pool at seaworld.,Three Orca whales are at a resort.,Three Orca whales and a seal are in the water.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.820542,0.696372,True,A crowd of possible supporters or protesters holding signs and fliers up.,There's more than one individual shown in the shot.,A group of animals gather to protest dog abuse
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,139.210999,138.749786,True,A crowd of possible supporters or protesters holding signs and fliers up.,There's more than one individual shown in the shot.,A group of animals gather to protest dog abuse
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.847748,0.719885,True,A crowd of possible supporters or protesters holding signs and fliers up.,There's more than one individual shown in the shot.,A group of animals gather to protest dog abuse
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.649608,0.59009,True,A crowd of possible supporters or protesters holding signs and fliers up.,There's more than one individual shown in the shot.,A group of animals gather to protest dog abuse
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.820546,0.696362,True,A crowd of possible supporters or protesters holding signs and fliers up.,There's more than one individual shown in the shot.,A group of animals gather to protest dog abuse
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,30.188595,28.073902,True,A crowd of possible supporters or protesters holding signs and fliers up.,There's more than one individual shown in the shot.,A group of animals gather to protest dog abuse
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,glue-stsb,MR1-Semantic-Similarity,0.364715,0.337428,True,A swimmer is doing the backstroke in the swimming pool.,a person doing the back stroke in a swimming pool,A woman is swimming in the water.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,glue-stsb,MR1-Semantic-Similarity,6.612202,5.753632,True,A swimmer is doing the backstroke in the swimming pool.,a person doing the back stroke in a swimming pool,A woman is swimming in the water.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,glue-stsb,MR1-Semantic-Similarity,103.092224,91.156044,True,A swimmer is doing the backstroke in the swimming pool.,a person doing the back stroke in a swimming pool,A woman is swimming in the water.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,glue-stsb,MR1-Semantic-Similarity,0.4698,0.46708,True,A swimmer is doing the backstroke in the swimming pool.,a person doing the back stroke in a swimming pool,A woman is swimming in the water.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,glue-stsb,MR1-Semantic-Similarity,0.36473,0.33744,True,A swimmer is doing the backstroke in the swimming pool.,a person doing the back stroke in a swimming pool,A woman is swimming in the water.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,glue-stsb,MR1-Semantic-Similarity,30.055724,27.342008,True,A swimmer is doing the backstroke in the swimming pool.,a person doing the back stroke in a swimming pool,A woman is swimming in the water.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,glue-stsb,MR1-Semantic-Similarity,0.099387,0.039022,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,glue-stsb,MR1-Semantic-Similarity,2.790501,1.712258,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,glue-stsb,MR1-Semantic-Similarity,44.01828,26.965649,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,glue-stsb,MR1-Semantic-Similarity,0.230918,0.142327,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,glue-stsb,MR1-Semantic-Similarity,0.226027,0.140695,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,glue-stsb,MR1-Semantic-Similarity,0.099369,0.039026,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,glue-stsb,MR1-Semantic-Similarity,14.499357,8.81774,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,143.563629,141.10498,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.768301,0.74272,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.602393,0.592795,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,31.596897,31.2029,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.352021,0.245979,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,6.075077,4.767712,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,95.684402,74.011055,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.474875,0.382903,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.425036,0.355783,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.352019,0.245959,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,26.137274,22.232111,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,23.41729,23.116946,True,A man working at a carnival game is yelling.,A man is yelling.,A dog is barking at the carnival.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,84.332115,83.258011,True,A man in an orange shirt is laying curled up on a concrete ledge behind a pole.,A human is curled up on the concrete.,A man without a shirt is laying flat on a concrete ledge behind a building.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,21.832648,19.904365,True,A man in an orange shirt is laying curled up on a concrete ledge behind a pole.,A human is curled up on the concrete.,A man without a shirt is laying flat on a concrete ledge behind a building.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.217991,0.155292,True,A woman on the back of a horse ropes a cattle.,A woman ropes an animal.,A woman riding a cow grabs a horse by the neck.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,5.6625,4.40318,True,A woman on the back of a horse ropes a cattle.,A woman ropes an animal.,A woman riding a cow grabs a horse by the neck.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,87.873344,68.554794,True,A woman on the back of a horse ropes a cattle.,A woman ropes an animal.,A woman riding a cow grabs a horse by the neck.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.35259,0.291942,True,A woman on the back of a horse ropes a cattle.,A woman ropes an animal.,A woman riding a cow grabs a horse by the neck.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.331144,0.279999,True,A woman on the back of a horse ropes a cattle.,A woman ropes an animal.,A woman riding a cow grabs a horse by the neck.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.217987,0.155292,True,A woman on the back of a horse ropes a cattle.,A woman ropes an animal.,A woman riding a cow grabs a horse by the neck.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,20.788536,17.949386,True,A woman on the back of a horse ropes a cattle.,A woman ropes an animal.,A woman riding a cow grabs a horse by the neck.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.250919,0.09987,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,5.825229,3.268259,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,90.968185,51.090427,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.39915,0.2336,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.371663,0.225612,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.25094,0.099882,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,25.286315,16.188888,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.447735,0.443418,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.447733,0.443415,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,27.632347,24.649798,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.710355,0.495647,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,8.058729,6.802676,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,126.22361,106.48819,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.740055,0.587103,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.594722,0.500932,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.710445,0.495683,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,28.023406,24.971486,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.267837,0.15697,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,4.829834,4.014238,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,76.018883,64.0392,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.40191,0.302483,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.372853,0.289963,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.267807,0.156972,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,24.566782,17.350134,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.405727,0.364448,True,A young man is smoking a cigarette while holding a maroon guitar.,The man is touching the guitar.,The man is holding a black guitar with polka dots.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,6.795256,6.312177,True,A young man is smoking a cigarette while holding a maroon guitar.,The man is touching the guitar.,The man is holding a black guitar with polka dots.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,106.225922,99.801773,True,A young man is smoking a cigarette while holding a maroon guitar.,The man is touching the guitar.,The man is holding a black guitar with polka dots.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.514687,0.487912,True,A young man is smoking a cigarette while holding a maroon guitar.,The man is touching the guitar.,The man is holding a black guitar with polka dots.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.455492,0.438518,True,A young man is smoking a cigarette while holding a maroon guitar.,The man is touching the guitar.,The man is holding a black guitar with polka dots.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.405763,0.364415,True,A young man is smoking a cigarette while holding a maroon guitar.,The man is touching the guitar.,The man is holding a black guitar with polka dots.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,25.847705,23.996844,True,A young man is smoking a cigarette while holding a maroon guitar.,The man is touching the guitar.,The man is holding a black guitar with polka dots.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.333683,0.267439,True,A girl with brown hair setting up a light for a show.,A girl sets up for a show.,A girl with blonde hair turns off lights.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,5.973117,5.338837,True,A girl with brown hair setting up a light for a show.,A girl sets up for a show.,A girl with blonde hair turns off lights.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,93.497353,85.324417,True,A girl with brown hair setting up a light for a show.,A girl sets up for a show.,A girl with blonde hair turns off lights.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.448104,0.394604,True,A girl with brown hair setting up a light for a show.,A girl sets up for a show.,A girl with blonde hair turns off lights.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.405378,0.370811,True,A girl with brown hair setting up a light for a show.,A girl sets up for a show.,A girl with blonde hair turns off lights.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.333771,0.267456,True,A girl with brown hair setting up a light for a show.,A girl sets up for a show.,A girl with blonde hair turns off lights.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,23.137945,22.74516,True,A girl with brown hair setting up a light for a show.,A girl sets up for a show.,A girl with blonde hair turns off lights.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.506889,0.265981,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,6.88969,5.31704,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,108.07856,82.505859,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.591961,0.399096,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.516523,0.372851,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
